Date,Product_Category,Price,Discount_Percent,Final_Price,Ad_Spend_PPC,Stock_Level,Amazon_Buy_Box_Percentage,FBA_Status,Day_Of_Week,Is_Holiday,Weather,Season,Units_Sold,High_Demand
2023-01-02 07:27:09.882988,Beauty & Personal Care,143.85,0.1,129.46,21.6,454,0.77,FBA,0,0,Clear,1,189,0
2023-01-02 08:19:35.157515,Sports & Outdoors,112.66,0.15,95.76,81.02,577,0.25,Amazon Retail,0,0,Cloudy,1,47,0
2023-01-02 09:12:00.432043,Electronics,349.67,0.15,297.22,28.29,1,0.4,FBA,0,0,Clear,1,105,0
2023-01-02 10:04:25.706570,Home & Kitchen,455.13,0.1,409.62,3.45,494,0.65,FBA,0,0,Clear,1,95,0
2023-01-02 10:56:50.981098,"Clothing, Shoes & Jewelry",61.2,0.2,48.96,10.99,324,0.89,FBA,0,0,Clear,1,204,0
2023-01-02 11:49:16.255625,Electronics,544.4,0.1,489.96,74.59,780,0.67,FBA,0,0,Cloudy,1,134,0
2023-01-02 12:41:41.530153,"Clothing, Shoes & Jewelry",346.77,0.0,346.77,26.21,402,0.95,FBA,0,0,Rain,1,167,0
2023-01-02 13:34:06.804680,Home & Kitchen,56.92,0.0,56.92,65.41,850,0.94,FBA,0,0,Clear,1,171,0
2023-01-02 14:26:32.079207,Home & Kitchen,462.06,0.15,392.75,69.92,814,0.75,FBA,0,0,Clear,1,162,0
2023-01-02 15:18:57.353735,Electronics,432.83,0.2,346.26,34.51,128,0.35,FBA,0,0,Clear,1,196,0
2023-01-02 16:11:22.628262,Home & Kitchen,188.23,0.0,188.23,47.49,482,0.71,FBA,0,0,Rain,1,179,0
2023-01-02 17:03:47.902790,Sports & Outdoors,380.7,0.0,380.7,40.38,145,0.27,FBM,0,1,Clear,1,198,0
2023-01-02 17:56:13.177317,Home & Kitchen,136.11,0.3,95.28,94.73,624,0.4,Amazon Retail,0,0,Cloudy,1,166,0
2023-01-02 18:48:38.451845,"Clothing, Shoes & Jewelry",349.82,0.05,332.33,31.99,799,0.78,FBA,0,0,Clear,1,141,0
2023-01-02 19:41:03.726372,"Clothing, Shoes & Jewelry",29.46,0.0,29.46,18.33,95,0.87,FBA,0,0,Cloudy,1,248,1
2023-01-02 20:33:29.000900,"Clothing, Shoes & Jewelry",421.31,0.1,379.18,36.56,500,0.48,FBM,0,0,Rain,1,85,0
2023-01-02 21:25:54.275427,"Clothing, Shoes & Jewelry",229.6,0.5,114.8,66.95,455,0.57,FBA,0,0,Clear,1,220,1
2023-01-02 22:18:19.549954,Sports & Outdoors,321.98,0.2,257.58,69.74,778,0.45,FBA,0,0,Clear,1,164,0
2023-01-02 23:10:44.824482,Beauty & Personal Care,118.41,0.15,100.65,92.41,403,0.53,FBA,0,0,Clear,1,251,1
2023-01-03 00:03:10.099009,Electronics,512.65,0.0,512.65,88.18,7,0.56,FBM,1,0,Cloudy,1,89,0
2023-01-03 00:55:35.373537,"Clothing, Shoes & Jewelry",388.4,0.2,310.72,28.83,219,0.72,FBA,1,0,Clear,1,140,0
2023-01-03 01:48:00.648064,Home & Kitchen,241.87,0.05,229.78,45.52,724,0.78,FBA,1,0,Rain,1,161,0
2023-01-03 02:40:25.922592,"Clothing, Shoes & Jewelry",312.69,0.2,250.15,74.73,101,0.98,FBA,1,0,Clear,1,209,0
2023-01-03 03:32:51.197119,Home & Kitchen,233.6,0.0,233.6,91.65,677,0.49,FBA,1,0,Rain,1,120,0
2023-01-03 04:25:16.471647,Home & Kitchen,448.1,0.0,448.1,33.72,773,0.17,FBA,1,0,Clear,1,106,0
2023-01-03 05:17:41.746174,"Clothing, Shoes & Jewelry",253.96,0.0,253.96,44.44,1,0.72,FBA,1,0,Cloudy,1,124,0
2023-01-03 06:10:07.020702,Sports & Outdoors,422.49,0.0,422.49,89.95,713,0.55,FBA,1,0,Cloudy,1,149,0
2023-01-03 07:02:32.295229,Home & Kitchen,402.66,0.15,342.26,35.85,489,0.86,FBA,1,0,Clear,1,186,0
2023-01-03 07:54:57.569756,Home & Kitchen,211.15,0.5,105.57,48.05,840,0.23,FBM,1,0,Clear,1,202,0
2023-01-03 08:47:22.844284,"Clothing, Shoes & Jewelry",122.74,0.1,110.47,90.45,694,0.68,FBA,1,0,Cloudy,1,235,1
2023-01-03 09:39:48.118811,Home & Kitchen,208.98,0.2,167.18,80.22,770,0.51,FBA,1,0,Rain,1,221,1
2023-01-03 10:32:13.393339,Home & Kitchen,414.85,0.0,414.85,24.34,833,0.48,FBM,1,0,Rain,1,77,0
2023-01-03 11:24:38.667866,"Clothing, Shoes & Jewelry",121.54,0.15,103.31,32.48,739,0.61,FBA,1,0,Cloudy,1,266,1
2023-01-03 12:17:03.942394,"Clothing, Shoes & Jewelry",266.97,0.2,213.58,35.3,199,0.72,Amazon Retail,1,0,Rain,1,115,0
2023-01-03 13:09:29.216921,Electronics,607.48,0.15,516.36,91.27,968,0.87,FBA,1,0,Cloudy,1,177,0
2023-01-03 14:01:54.491449,Sports & Outdoors,183.2,0.05,174.04,99.89,25,0.31,FBA,1,0,Cloudy,1,197,0
2023-01-03 14:54:19.765976,Sports & Outdoors,324.68,0.1,292.21,77.4,993,0.36,FBA,1,0,Clear,1,194,0
2023-01-03 15:46:45.040504,Home & Kitchen,130.36,0.15,110.81,48.43,943,0.59,FBA,1,0,Clear,1,290,1
2023-01-03 16:39:10.315031,Sports & Outdoors,63.55,0.0,63.55,1.02,349,0.41,FBA,1,1,Clear,1,262,1
2023-01-03 17:31:35.589558,Home & Kitchen,399.25,0.2,319.4,69.75,101,0.61,FBA,1,0,Cloudy,1,226,1
2023-01-03 18:24:00.864086,Electronics,87.74,0.5,43.87,38.94,647,0.28,FBA,1,0,Clear,1,237,1
2023-01-03 19:16:26.138613,"Clothing, Shoes & Jewelry",142.98,0.0,142.98,63.3,962,0.38,FBM,1,0,Clear,1,126,0
2023-01-03 20:08:51.413141,"Clothing, Shoes & Jewelry",429.0,0.15,364.65,60.67,330,0.39,FBM,1,0,Clear,1,49,0
2023-01-03 21:01:16.687668,"Clothing, Shoes & Jewelry",179.77,0.15,152.8,48.08,856,0.99,FBM,1,1,Snow,1,335,1
2023-01-03 21:53:41.962196,Sports & Outdoors,486.79,0.1,438.11,94.44,371,0.87,FBA,1,0,Rain,1,206,0
2023-01-03 22:46:07.236723,Electronics,735.1,0.05,698.35,2.31,196,0.85,FBA,1,0,Clear,1,96,0
2023-01-03 23:38:32.511251,Sports & Outdoors,141.46,0.2,113.16,71.21,509,0.56,FBA,1,0,Rain,1,229,1
2023-01-04 00:30:57.785778,Sports & Outdoors,30.08,0.0,30.08,40.98,971,0.52,FBM,2,0,Clear,1,89,0
2023-01-04 01:23:23.060306,Electronics,533.22,0.0,533.22,71.38,29,0.16,FBA,2,0,Cloudy,1,100,0
2023-01-04 02:15:48.334833,Electronics,346.48,0.2,277.18,67.52,922,0.28,FBA,2,1,Clear,1,311,1
2023-01-04 03:08:13.609360,Electronics,89.05,0.1,80.15,1.02,298,0.91,FBA,2,0,Clear,1,187,0
2023-01-04 04:00:38.883888,Electronics,535.03,0.2,428.02,28.53,132,0.57,FBA,2,0,Clear,1,175,0
2023-01-04 04:53:04.158415,"Clothing, Shoes & Jewelry",25.28,0.0,25.28,18.91,767,0.99,FBA,2,0,Clear,1,218,0
2023-01-04 05:45:29.432943,Beauty & Personal Care,436.4,0.0,436.4,16.7,531,0.63,FBA,2,0,Rain,1,112,0
2023-01-04 06:37:54.707470,Beauty & Personal Care,77.94,0.3,54.56,72.85,307,0.44,FBA,2,1,Rain,1,359,1
2023-01-04 07:30:19.981998,Electronics,108.57,0.0,108.57,23.96,20,0.35,FBA,2,0,Clear,1,130,0
2023-01-04 08:22:45.256525,Beauty & Personal Care,96.08,0.2,76.86,47.47,898,0.93,FBA,2,0,Rain,1,261,1
2023-01-04 09:15:10.531053,Beauty & Personal Care,480.53,0.2,384.42,24.7,40,0.43,FBM,2,0,Clear,1,126,0
2023-01-04 10:07:35.805580,Electronics,524.48,0.15,445.81,58.02,891,0.23,FBA,2,0,Cloudy,1,121,0
2023-01-04 11:00:01.080108,Beauty & Personal Care,402.67,0.0,402.67,72.06,497,0.35,FBA,2,0,Rain,1,98,0
2023-01-04 11:52:26.354635,Sports & Outdoors,204.84,0.1,184.36,33.11,959,0.68,Amazon Retail,2,0,Clear,1,125,0
2023-01-04 12:44:51.629162,Home & Kitchen,174.79,0.2,139.83,60.3,875,0.22,FBM,2,0,Clear,1,129,0
2023-01-04 13:37:16.903690,Home & Kitchen,124.9,0.0,124.9,82.49,963,0.18,FBA,2,0,Clear,1,83,0
2023-01-04 14:29:42.178217,Electronics,368.28,0.0,368.28,9.42,471,0.51,FBM,2,0,Clear,1,64,0
2023-01-04 15:22:07.452745,"Clothing, Shoes & Jewelry",280.4,0.0,280.4,71.07,966,0.18,FBA,2,0,Rain,1,91,0
2023-01-04 16:14:32.727272,Electronics,479.35,0.0,479.35,32.31,663,0.45,Amazon Retail,2,0,Clear,1,53,0
2023-01-04 17:06:58.001800,"Clothing, Shoes & Jewelry",135.99,0.2,108.79,12.26,307,0.39,FBA,2,0,Clear,1,162,0
2023-01-04 17:59:23.276327,Home & Kitchen,474.84,0.2,379.87,54.57,458,0.45,FBA,2,0,Clear,1,154,0
2023-01-04 18:51:48.550855,Electronics,139.77,0.5,69.89,22.63,513,0.54,FBA,2,0,Cloudy,1,244,1
2023-01-04 19:44:13.825382,Sports & Outdoors,483.17,0.05,459.01,82.14,502,0.27,FBA,2,0,Clear,1,166,0
2023-01-04 20:36:39.099909,Beauty & Personal Care,17.28,0.15,14.69,4.29,43,0.5,FBA,2,0,Clear,1,171,0
2023-01-04 21:29:04.374437,"Clothing, Shoes & Jewelry",245.75,0.0,245.75,9.87,40,0.43,FBA,2,0,Cloudy,1,214,0
2023-01-04 22:21:29.648964,Beauty & Personal Care,173.35,0.1,156.02,52.1,837,0.82,FBA,2,0,Rain,1,194,0
2023-01-04 23:13:54.923492,Beauty & Personal Care,230.07,0.1,207.06,58.89,262,0.73,FBM,2,0,Clear,1,115,0
2023-01-05 00:06:20.198019,Electronics,434.44,0.3,304.11,72.99,293,0.89,FBA,3,0,Rain,1,285,1
2023-01-05 00:58:45.472547,Beauty & Personal Care,223.44,0.2,178.75,25.93,977,0.7,FBM,3,0,Clear,1,124,0
2023-01-05 01:51:10.747074,Sports & Outdoors,213.27,0.3,149.29,84.18,684,0.21,Amazon Retail,3,1,Clear,1,292,1
2023-01-05 02:43:36.021602,Beauty & Personal Care,369.03,0.2,295.23,95.31,8,0.56,FBA,3,0,Clear,1,96,0
2023-01-05 03:36:01.296129,Electronics,519.12,0.2,415.3,49.9,52,0.77,FBA,3,0,Clear,1,193,0
2023-01-05 04:28:26.570657,Sports & Outdoors,418.3,0.0,418.3,76.05,795,0.86,FBA,3,0,Clear,1,245,1
2023-01-05 05:20:51.845184,Home & Kitchen,132.48,0.2,105.98,52.48,127,0.26,FBA,3,1,Snow,1,346,1
2023-01-05 06:13:17.119711,Beauty & Personal Care,308.67,0.1,277.8,6.95,530,0.3,FBA,3,0,Rain,1,120,0
2023-01-05 07:05:42.394239,Electronics,445.12,0.0,445.12,32.61,963,0.88,FBA,3,0,Clear,1,140,0
2023-01-05 07:58:07.668766,Home & Kitchen,191.17,0.0,191.17,8.75,643,0.54,FBA,3,0,Clear,1,95,0
2023-01-05 08:50:32.943294,Home & Kitchen,248.17,0.1,223.35,98.89,524,0.51,FBM,3,0,Clear,1,209,0
2023-01-05 09:42:58.217821,"Clothing, Shoes & Jewelry",163.75,0.0,163.75,22.9,731,0.54,FBA,3,1,Snow,1,237,1
2023-01-05 10:35:23.492349,Sports & Outdoors,79.5,0.0,79.5,63.59,778,0.26,FBA,3,0,Clear,1,174,0
2023-01-05 11:27:48.766876,Beauty & Personal Care,114.76,0.1,103.29,28.43,756,0.66,FBA,3,0,Clear,1,188,0
2023-01-05 12:20:14.041404,Electronics,92.55,0.3,64.79,65.32,769,0.83,FBM,3,0,Rain,1,227,1
2023-01-05 13:12:39.315931,"Clothing, Shoes & Jewelry",344.7,0.2,275.76,21.04,965,0.85,FBA,3,0,Cloudy,1,258,1
2023-01-05 14:05:04.590459,Sports & Outdoors,333.76,0.0,333.76,78.53,139,0.13,FBM,3,0,Clear,1,33,0
2023-01-05 14:57:29.864986,"Clothing, Shoes & Jewelry",475.8,0.0,475.8,11.08,893,0.74,FBA,3,0,Rain,1,147,0
2023-01-05 15:49:55.139513,Sports & Outdoors,367.54,0.0,367.54,89.52,758,0.18,FBA,3,0,Clear,1,85,0
2023-01-05 16:42:20.414041,Sports & Outdoors,35.5,0.0,35.5,84.04,231,0.97,FBM,3,1,Rain,1,402,1
2023-01-05 17:34:45.688568,Beauty & Personal Care,443.28,0.0,443.28,67.88,932,0.53,FBA,3,0,Cloudy,1,138,0
2023-01-05 18:27:10.963096,Sports & Outdoors,432.71,0.5,216.36,6.74,567,0.8,FBA,3,0,Rain,1,221,1
2023-01-05 19:19:36.237623,"Clothing, Shoes & Jewelry",227.23,0.05,215.87,20.86,87,0.66,FBA,3,0,Clear,1,156,0
2023-01-05 20:12:01.512151,Sports & Outdoors,297.07,0.0,297.07,85.94,765,0.96,FBA,3,0,Rain,1,220,1
2023-01-05 21:04:26.786678,Beauty & Personal Care,488.28,0.0,488.28,12.2,563,0.98,FBA,3,0,Snow,1,207,0
2023-01-05 21:56:52.061206,Beauty & Personal Care,270.83,0.05,257.29,15.59,758,0.35,FBA,3,0,Clear,1,116,0
2023-01-05 22:49:17.335733,"Clothing, Shoes & Jewelry",453.61,0.05,430.93,54.4,763,0.53,FBA,3,0,Rain,1,125,0
2023-01-05 23:41:42.610261,Home & Kitchen,50.69,0.0,50.69,27.42,636,0.55,FBA,3,0,Clear,1,195,0
2023-01-06 00:34:07.884788,Home & Kitchen,103.62,0.5,51.81,22.21,200,0.26,FBA,4,0,Clear,1,232,1
2023-01-06 01:26:33.159315,Sports & Outdoors,225.97,0.0,225.97,57.58,985,0.91,FBA,4,0,Clear,1,195,0
2023-01-06 02:18:58.433843,Electronics,444.8,0.0,444.8,37.26,387,0.41,FBA,4,0,Snow,1,122,0
2023-01-06 03:11:23.708370,Sports & Outdoors,409.95,0.0,409.95,14.06,360,0.18,FBA,4,0,Clear,1,23,0
2023-01-06 04:03:48.982898,"Clothing, Shoes & Jewelry",494.25,0.05,469.54,53.49,131,0.24,FBA,4,0,Clear,1,108,0
2023-01-06 04:56:14.257425,"Clothing, Shoes & Jewelry",200.54,0.0,200.54,38.7,176,0.56,FBM,4,0,Clear,1,86,0
2023-01-06 05:48:39.531953,"Clothing, Shoes & Jewelry",33.23,0.0,33.23,73.45,51,0.89,FBA,4,0,Clear,1,201,0
2023-01-06 06:41:04.806480,"Clothing, Shoes & Jewelry",402.57,0.0,402.57,10.28,545,0.67,FBA,4,0,Cloudy,1,138,0
2023-01-06 07:33:30.081008,"Clothing, Shoes & Jewelry",306.15,0.1,275.53,62.06,21,0.29,FBA,4,0,Clear,1,74,0
2023-01-06 08:25:55.355535,Beauty & Personal Care,107.29,0.0,107.29,43.65,652,0.37,FBA,4,1,Rain,1,264,1
2023-01-06 09:18:20.630063,Home & Kitchen,252.47,0.0,252.47,40.61,318,0.98,FBA,4,0,Rain,1,192,0
2023-01-06 10:10:45.904590,"Clothing, Shoes & Jewelry",373.73,0.0,373.73,23.23,782,0.15,FBA,4,0,Rain,1,102,0
2023-01-06 11:03:11.179117,Electronics,581.25,0.0,581.25,3.04,167,0.99,Amazon Retail,4,0,Clear,1,88,0
2023-01-06 11:55:36.453645,Electronics,382.22,0.05,363.11,84.77,37,0.92,FBA,4,0,Clear,1,166,0
2023-01-06 12:48:01.728172,Electronics,239.33,0.0,239.33,32.64,872,0.71,FBM,4,0,Clear,1,100,0
2023-01-06 13:40:27.002700,Electronics,730.7,0.0,730.7,68.11,757,0.95,FBA,4,0,Rain,1,184,0
2023-01-06 14:32:52.277227,Beauty & Personal Care,335.05,0.05,318.3,94.76,746,0.24,FBM,4,0,Clear,1,131,0
2023-01-06 15:25:17.551755,Electronics,315.05,0.0,315.05,56.5,566,0.95,FBA,4,0,Cloudy,1,175,0
2023-01-06 16:17:42.826282,"Clothing, Shoes & Jewelry",147.43,0.0,147.43,39.71,939,0.29,FBA,4,0,Clear,1,96,0
2023-01-06 17:10:08.100810,Sports & Outdoors,368.24,0.0,368.24,26.83,372,0.59,FBA,4,0,Clear,1,187,0
2023-01-06 18:02:33.375337,Electronics,193.0,0.3,135.1,93.4,631,0.54,FBA,4,0,Rain,1,322,1
2023-01-06 18:54:58.649864,Beauty & Personal Care,94.14,0.15,80.02,68.21,577,0.56,FBM,4,0,Clear,1,177,0
2023-01-06 19:47:23.924392,Beauty & Personal Care,269.62,0.2,215.69,66.53,833,0.34,FBA,4,0,Cloudy,1,183,0
2023-01-06 20:39:49.198919,Electronics,228.14,0.2,182.51,42.62,426,0.8,FBA,4,0,Cloudy,1,186,0
2023-01-06 21:32:14.473447,Sports & Outdoors,318.16,0.5,159.08,84.5,839,0.77,FBA,4,0,Cloudy,1,308,1
2023-01-06 22:24:39.747974,Electronics,101.68,0.15,86.43,71.37,165,0.96,FBM,4,0,Rain,1,203,0
2023-01-06 23:17:05.022502,Beauty & Personal Care,330.92,0.1,297.83,28.32,721,0.56,FBA,4,0,Clear,1,134,0
2023-01-07 00:09:30.297029,Home & Kitchen,148.82,0.0,148.82,59.96,501,0.59,FBA,5,0,Clear,1,149,0
2023-01-07 01:01:55.571557,"Clothing, Shoes & Jewelry",10.12,0.0,10.12,43.02,924,0.91,FBM,5,0,Clear,1,139,0
2023-01-07 01:54:20.846084,Beauty & Personal Care,72.2,0.1,64.98,0.66,74,0.93,Amazon Retail,5,0,Cloudy,1,191,0
2023-01-07 02:46:46.120612,Electronics,701.21,0.5,350.6,80.76,439,0.68,FBA,5,0,Clear,1,286,1
2023-01-07 03:39:11.395139,"Clothing, Shoes & Jewelry",435.0,0.0,435.0,12.28,645,0.84,FBM,5,0,Snow,1,132,0
2023-01-07 04:31:36.669666,Electronics,186.7,0.15,158.7,51.0,264,0.55,Amazon Retail,5,0,Clear,1,139,0
2023-01-07 05:24:01.944194,Electronics,587.1,0.0,587.1,33.62,405,0.45,FBA,5,0,Clear,1,110,0
2023-01-07 06:16:27.218721,Home & Kitchen,308.2,0.0,308.2,34.21,685,0.88,Amazon Retail,5,0,Clear,1,116,0
2023-01-07 07:08:52.493249,"Clothing, Shoes & Jewelry",485.74,0.0,485.74,47.74,242,0.8,FBA,5,0,Clear,1,115,0
2023-01-07 08:01:17.767776,"Clothing, Shoes & Jewelry",193.07,0.05,183.41,99.7,600,0.32,FBM,5,0,Clear,1,136,0
2023-01-07 08:53:43.042304,Home & Kitchen,343.92,0.0,343.92,40.84,761,0.14,Amazon Retail,5,0,Clear,1,28,0
2023-01-07 09:46:08.316831,Beauty & Personal Care,41.13,0.15,34.96,18.23,542,0.61,FBA,5,0,Cloudy,1,207,0
2023-01-07 10:38:33.591359,Electronics,306.24,0.2,244.99,61.36,276,0.86,FBA,5,0,Cloudy,1,182,0
2023-01-07 11:30:58.865886,Sports & Outdoors,482.27,0.2,385.82,23.63,549,0.32,Amazon Retail,5,0,Clear,1,119,0
2023-01-07 12:23:24.140414,Electronics,411.15,0.0,411.15,10.55,307,0.79,FBA,5,0,Clear,1,158,0
2023-01-07 13:15:49.414941,Electronics,226.59,0.2,181.27,5.02,402,0.47,FBA,5,0,Clear,1,144,0
2023-01-07 14:08:14.689468,Beauty & Personal Care,68.93,0.0,68.93,2.29,649,0.4,FBM,5,0,Clear,1,88,0
2023-01-07 15:00:39.963996,Electronics,532.09,0.0,532.09,43.12,429,0.26,FBA,5,0,Clear,1,94,0
2023-01-07 15:53:05.238523,Home & Kitchen,325.98,0.15,277.08,42.67,996,0.94,FBA,5,0,Rain,1,276,1
2023-01-07 16:45:30.513051,Home & Kitchen,193.23,0.0,193.23,18.55,75,0.3,FBA,5,0,Clear,1,110,0
2023-01-07 17:37:55.787578,"Clothing, Shoes & Jewelry",475.96,0.0,475.96,78.4,338,0.35,FBA,5,0,Cloudy,1,131,0
2023-01-07 18:30:21.062106,Sports & Outdoors,20.88,0.0,20.88,12.93,764,0.4,FBA,5,0,Rain,1,106,0
2023-01-07 19:22:46.336633,Electronics,238.24,0.15,202.5,91.53,449,0.36,FBA,5,0,Snow,1,199,0
2023-01-07 20:15:11.611161,Electronics,691.99,0.0,691.99,58.76,78,0.25,FBA,5,0,Rain,1,116,0
2023-01-07 21:07:36.885688,Beauty & Personal Care,167.26,0.1,150.53,2.76,37,0.42,FBA,5,0,Clear,1,179,0
2023-01-07 22:00:02.160216,Home & Kitchen,133.6,0.1,120.24,96.3,317,0.52,FBM,5,0,Clear,1,162,0
2023-01-07 22:52:27.434743,Sports & Outdoors,271.77,0.15,231.0,30.79,327,0.6,FBA,5,0,Clear,1,187,0
2023-01-07 23:44:52.709270,"Clothing, Shoes & Jewelry",413.66,0.2,330.93,45.0,429,0.24,FBA,5,0,Rain,1,162,0
2023-01-08 00:37:17.983798,Home & Kitchen,60.54,0.0,60.54,28.43,162,0.8,FBA,6,0,Clear,1,197,0
2023-01-08 01:29:43.258325,"Clothing, Shoes & Jewelry",472.08,0.0,472.08,72.84,357,0.38,FBA,6,0,Clear,1,133,0
2023-01-08 02:22:08.532853,Beauty & Personal Care,399.59,0.0,399.59,48.57,938,0.93,FBA,6,0,Clear,1,120,0
2023-01-08 03:14:33.807380,Beauty & Personal Care,98.81,0.0,98.81,13.24,639,0.4,FBM,6,0,Clear,1,109,0
2023-01-08 04:06:59.081908,Electronics,538.33,0.15,457.58,10.42,669,0.88,FBA,6,0,Clear,1,179,0
2023-01-08 04:59:24.356435,Sports & Outdoors,198.63,0.0,198.63,72.54,328,0.42,FBM,6,0,Snow,1,99,0
2023-01-08 05:51:49.630963,"Clothing, Shoes & Jewelry",207.12,0.0,207.12,23.71,830,0.56,FBM,6,0,Clear,1,54,0
2023-01-08 06:44:14.905490,Home & Kitchen,393.81,0.15,334.74,13.78,413,0.44,FBA,6,1,Clear,1,321,1
2023-01-08 07:36:40.180018,Beauty & Personal Care,481.76,0.1,433.59,49.94,880,0.45,FBA,6,1,Clear,1,355,1
2023-01-08 08:29:05.454545,Electronics,108.09,0.15,91.88,80.28,594,0.66,FBA,6,1,Clear,1,413,1
2023-01-08 09:21:30.729072,Electronics,324.16,0.2,259.33,27.88,924,0.72,FBA,6,0,Clear,1,183,0
